CpGs,Monocytes_EPIC,B-cells_EPIC,CD4T-cells_EPIC,NK-cells_EPIC,CD8T-cells_EPIC,Neutrophils_EPIC,Erythrocyte_progenitors,Adipocytes,Cortical_neurons,Hepatocytes,Lung_cells,Pancreatic_beta_cells,Pancreatic_acinar_cells,Pancreatic_duct_cells,Vascular_endothelial_cells,Colon_epithelial_cells,Left_atrium,Bladder,Breast,Head_and_neck_larynx,Kidney,Prostate,Thyroid,Upper_GI,Uterus_cervix
cg07178278,0.9648,0.9665,0.9686,0.964,0.9722,0.9634,0.9845,0.9584,0.2286,0.9048,0.9581,0.2432,0.1927,0.1807,0.9556,0.9727,0.9783,0.9593,0.9832,0.9699,0.9855,0.9811,0.9648,0.9775,0.9739
cg27637873,0.9075,0.8988,0.9016,0.9124,0.9069,0.9055,0.8572,0.9038,0.856,0.8915,0.8986,0.820225,0.7121,0.1297,0.8689,0.8917,0.8963,0.9333,0.8492,0.7534,0.9017,0.7303,0.9106,0.8427,0.8302
cg15010213,0.9588,0.9555,0.9446,0.9563,0.9497,0.956,0.9833,0.9661,0.9141,0.5237,0.7086,0.683475,0.2109,0.1556,0.92,0.9486,0.8233,0.911,0.951,0.9226,0.9817,0.9459,0.8776,0.9054,0.9734
cg16226106,0.8995,0.8932,0.8743,0.8884,0.8776,0.8864,0.9188,0.8724,0.8579,0.6668,0.8294,0.7814,0.5612,0.7417,0.8582,0.8855,0.7017,0.8199,0.8766,0.8524,0.8989,0.8774,0.8695,0.8538,0.8959
cg24925907,0.8855,0.8935,0.8711,0.8748,0.8925,0.8836,0.9279,0.8526,0.8461,0.8809,0.8396,0.8297,0.8337,0.189,0.8448,0.8488,0.8602,0.9076,0.8788,0.9257,0.7481,0.9122,0.9223,0.9128,0.9184
cg18465245,0.8949,0.8863,0.8894,0.8785,0.8902,0.8876,0.8792,0.8808,0.8006,0.8667,0.8594,0.672075,0.8443,0.1205,0.8275,0.8496,0.8117,0.919,0.8842,0.9192,0.7444,0.9179,0.9154,0.9091,0.9085
cg00788354,0.8591,0.8574,0.8421,0.8518,0.8432,0.8416,0.8103,0.8989,0.6319,0.8329,0.7864,0.773625,0.753,0.1484,0.7773,0.8087,0.8812,0.9092,0.8893,0.9171,0.8923,0.9162,0.91,0.9054,0.9222
cg02070077,0.9101,0.9145,0.9027,0.9032,0.9126,0.896,0.9256,0.9129,0.6626,0.8906,0.8652,0.70845,0.8247,0.2474,0.8748,0.8875,0.9153,0.9181,0.8899,0.9108,0.9015,0.917,0.9224,0.9147,0.919
cg19706803,0.9616,0.9568,0.9538,0.9565,0.9586,0.9608,0.971,0.8298,0.9474,0.8142,0.9641,0.827225,0.7941,0.4083,0.9368,0.9362,0.9117,0.9221,0.8994,0.9455,0.6646,0.9506,0.9569,0.854,0.9202
cg22677475,0.9656,0.9631,0.955,0.9676,0.963,0.9648,0.9825,0.9532,0.8536,0.7896,0.9726,0.921375,0.9129,0.6352,0.9674,0.8687,0.9607,0.9794,0.9647,0.9628,0.9266,0.9705,0.962,0.9516,0.9601
cg00759707,0.9066,0.9061,0.9122,0.9129,0.9152,0.9066,0.8142,0.9233,0.8729,0.8536,0.9108,0.744725,0.8871,0.3065,0.8748,0.9126,0.8886,0.8829,0.9072,0.9265,0.8996,0.915,0.9074,0.8888,0.913
cg06721601,0.962,0.9669,0.9616,0.9591,0.9592,0.9495,0.9751,0.9418,0.6475,0.9552,0.9333,0.82155,0.7635,0.1082,0.8782,0.7354,0.8221,0.8392,0.4669,0.8983,0.9338,0.6659,0.9742,0.9421,0.6604
cg06651505,0.9287,0.9285,0.9036,0.9031,0.916,0.8918,0.976,0.9206,0.9105,0.9696,0.8948,0.678975,0.7758,0.3837,0.8714,0.9698,0.9232,0.9366,0.935,0.9144,0.9433,0.9688,0.9245,0.7531,0.9149
cg16245111,0.8971,0.8885,0.8893,0.8796,0.8868,0.8829,0.8244,0.8878,0.8775,0.4552,0.8792,0.81735,0.8341,0.1952,0.8634,0.8775,0.8996,0.9156,0.9093,0.9216,0.8807,0.9038,0.9006,0.8848,0.9117
cg07054904,0.8972,0.8917,0.8831,0.8816,0.8926,0.8731,0.9306,0.8217,0.8941,0.2486,0.8872,0.807,0.8186,0.1249,0.8844,0.8935,0.9014,0.928,0.9046,0.9132,0.8699,0.9029,0.9202,0.9037,0.9088
cg09168939,0.9145,0.9168,0.91,0.8988,0.909,0.9014,0.9237,0.9378,0.8894,0.8965,0.8922,0.81325,0.8406,0.272,0.904,0.8593,0.924,0.9261,0.9179,0.9345,0.4065,0.9266,0.931,0.9116,0.926
cg10643493,0.9644,0.9492,0.9547,0.957,0.9542,0.9559,0.975,0.8647,0.9028,0.9421,0.8588,0.787525,0.6075,0.2161,0.8634,0.8733,0.9188,0.8323,0.9438,0.7632,0.9299,0.6351,0.9456,0.8401,0.7567
cg01211852,0.9172,0.8916,0.8898,0.9073,0.8992,0.9054,0.9613,0.8121,0.8571,0.9005,0.6914,0.7233,0.5329,0.1514,0.7746,0.7583,0.8692,0.7296,0.8981,0.6646,0.8717,0.5752,0.8877,0.7112,0.6661
cg12839363,0.894,0.8712,0.8779,0.8752,0.8815,0.8749,0.9242,0.8944,0.8566,0.7104,0.855,0.757975,0.7778,0.153,0.8656,0.8675,0.848,0.9113,0.9157,0.9089,0.9026,0.9016,0.8985,0.7539,0.9064
cg20680669,0.9246,0.9256,0.9209,0.922,0.9133,0.9179,0.9489,0.9153,0.7769,0.8528,0.8124,0.496675,0.8358,0.1451,0.7221,0.8431,0.8976,0.9293,0.9415,0.9087,0.6018,0.8826,0.9401,0.9276,0.9375
cg01510696,0.9642,0.9595,0.963,0.9631,0.9622,0.9658,0.9719,0.9487,0.9454,0.9015,0.7175,0.53925,0.6159,0.2499,0.9362,0.6255,0.966,0.8861,0.9458,0.7884,0.8494,0.8882,0.9678,0.9063,0.9154
cg14687118,0.9406,0.9411,0.938,0.9438,0.9474,0.9458,0.8112,0.9345,0.7793,0.9228,0.9103,0.53145,0.7812,0.136,0.9207,0.9211,0.9236,0.9426,0.5783,0.9167,0.9174,0.9251,0.9166,0.9416,0.9076
cg02208891,0.9321,0.923,0.919,0.9259,0.9254,0.9288,0.9189,0.8878,0.8015,0.9182,0.9142,0.5723,0.7733,0.2978,0.9117,0.9187,0.9044,0.9384,0.6855,0.9232,0.9256,0.9285,0.9364,0.9322,0.9251
cg20219100,0.8588,0.8601,0.8376,0.8527,0.8467,0.8526,0.8895,0.8748,0.8306,0.8734,0.8492,0.651975,0.7469,0.2009,0.8526,0.8068,0.8888,0.871,0.8912,0.8807,0.7616,0.7718,0.8789,0.8636,0.872
cg12573253,0.9007,0.8952,0.898,0.9088,0.9041,0.8961,0.92,0.8826,0.8582,0.9054,0.9017,0.63285,0.7735,0.171,0.8698,0.8584,0.9206,0.8968,0.9191,0.8943,0.7704,0.6655,0.9119,0.8869,0.8831
cg02769865,0.9379,0.9347,0.9336,0.9344,0.9349,0.9259,0.9461,0.9153,0.8659,0.8774,0.8167,0.80245,0.8789,0.3297,0.8742,0.7989,0.9472,0.9346,0.933,0.9168,0.6823,0.8026,0.9492,0.9133,0.9128
cg02377021,0.9229,0.918,0.9206,0.9214,0.9222,0.9109,0.9223,0.9179,0.7728,0.8933,0.8897,0.638625,0.8025,0.2031,0.8702,0.9005,0.8885,0.8286,0.8607,0.9057,0.8905,0.8618,0.9175,0.6709,0.9206
cg22469020,0.9114,0.9046,0.8955,0.8959,0.8974,0.8867,0.8983,0.7735,0.8921,0.5422,0.908,0.798425,0.6906,0.0922,0.863,0.6865,0.8471,0.9144,0.913,0.9115,0.9169,0.8946,0.9293,0.7389,0.9185
cg21077049,0.9424,0.9454,0.943,0.948,0.9516,0.94,0.8676,0.8713,0.8855,0.0435,0.9151,0.84555,0.8385,0.2408,0.9419,0.9153,0.8992,0.9153,0.9057,0.9104,0.9215,0.9338,0.9183,0.9063,0.9007
cg08845329,0.9608,0.9595,0.9554,0.9566,0.9618,0.9571,0.9825,0.9545,0.9305,0.9358,0.9465,0.81095,0.8537,0.6648,0.9417,0.9636,0.9625,0.9212,0.9778,0.9776,0.9017,0.9504,0.9714,0.9729,0.9669
cg19960891,0.909,0.926,0.9189,0.8979,0.9276,0.9061,0.9269,0.896,0.9165,0.9521,0.9072,0.6385,0.9342,0.1246,0.9078,0.4658,0.8896,0.8863,0.9133,0.9344,0.9038,0.4089,0.9154,0.8058,0.8405
cg27318481,0.899,0.8984,0.8958,0.897,0.8971,0.8944,0.8656,0.8535,0.8736,0.7415,0.8983,0.733425,0.6327,0.1342,0.8678,0.8689,0.9074,0.9188,0.8917,0.8844,0.8395,0.8977,0.9084,0.8368,0.7387
cg16693870,0.916,0.9117,0.9164,0.9141,0.9257,0.8806,0.9362,0.891,0.9065,0.5877,0.9021,0.57395,0.8462,0.171,0.8866,0.9208,0.7401,0.8792,0.9306,0.9229,0.9166,0.8792,0.9295,0.8369,0.7269
cg14245202,0.9534,0.9656,0.9615,0.962,0.9611,0.9259,0.9772,0.9244,0.9823,0.7642,0.9559,0.7983,0.8263,0.4279,0.9267,0.4112,0.9772,0.9438,0.9755,0.9766,0.7025,0.9722,0.9745,0.9775,0.9094
cg16245111,0.8971,0.8885,0.8893,0.8796,0.8868,0.8829,0.8244,0.8878,0.8775,0.4552,0.8792,0.81735,0.8341,0.1952,0.8634,0.8775,0.8996,0.9156,0.9093,0.9216,0.8807,0.9038,0.9006,0.8848,0.9117
cg07054904,0.8972,0.8917,0.8831,0.8816,0.8926,0.8731,0.9306,0.8217,0.8941,0.2486,0.8872,0.807,0.8186,0.1249,0.8844,0.8935,0.9014,0.928,0.9046,0.9132,0.8699,0.9029,0.9202,0.9037,0.9088
cg27351816,0.9114,0.9147,0.909,0.8974,0.9099,0.9063,0.9444,0.7221,0.8955,0.9268,0.8724,0.6224,0.6261,0.1072,0.6694,0.7729,0.8441,0.8623,0.8948,0.8968,0.913,0.902,0.8845,0.8611,0.8535
cg14940444,0.9274,0.9282,0.9286,0.9272,0.9343,0.8528,0.9276,0.9285,0.9112,0.6428,0.494,0.463275,0.4031,0.1081,0.8984,0.9266,0.9164,0.9313,0.9198,0.9385,0.9075,0.9252,0.9364,0.8983,0.9388
cg08401628,0.9628,0.8626,0.6799,0.9459,0.8488,0.9376,0.98,0.9715,0.6589,0.9717,0.9402,0.1426,0.8504,0.1996,0.9332,0.9562,0.9818,0.9307,0.9698,0.9702,0.6356,0.9656,0.9262,0.9368,0.8156
cg24232092,0.9369,0.9183,0.9112,0.9147,0.9149,0.923,0.9494,0.9113,0.9224,0.7524,0.9319,0.81435,0.8428,0.4758,0.9111,0.9422,0.9214,0.948,0.9495,0.9366,0.914,0.9351,0.9294,0.9203,0.9289
cg24838839,0.8997,0.8892,0.8662,0.8886,0.8597,0.8911,0.926,0.9078,0.9203,0.4914,0.9023,0.80815,0.8527,0.1874,0.826,0.9084,0.9014,0.9039,0.9199,0.9078,0.5817,0.9189,0.9184,0.8962,0.9134
cg07791585,0.9023,0.8961,0.9072,0.8927,0.9002,0.9034,0.8978,0.77,0.8487,0.7861,0.9027,0.786375,0.8074,0.1151,0.8769,0.9088,0.8116,0.9083,0.8482,0.8665,0.5806,0.9194,0.9137,0.8611,0.7033
cg22506453,0.8938,0.8591,0.8321,0.8678,0.823,0.8752,0.8763,0.879,0.8851,0.7863,0.6517,0.56675,0.3417,0.156,0.8637,0.6998,0.846,0.9001,0.641,0.7507,0.8449,0.7512,0.8831,0.8103,0.929
cg09088193,0.926,0.9259,0.9201,0.9232,0.9246,0.9283,0.9029,0.9193,0.9113,0.8778,0.8906,0.756375,0.6949,0.3398,0.9076,0.8973,0.9096,0.9463,0.7064,0.8905,0.8945,0.9087,0.9245,0.9014,0.9198
cg05711023,0.9166,0.9121,0.9118,0.9156,0.9138,0.9138,0.7897,0.8781,0.7411,0.8663,0.8766,0.84215,0.8519,0.1129,0.8719,0.4725,0.8422,0.8946,0.7586,0.8943,0.8708,0.8409,0.889,0.8516,0.8568
cg03762760,0.9477,0.9386,0.93,0.9357,0.9368,0.9431,0.9685,0.939,0.6835,0.9428,0.9435,0.78395,0.8588,0.4691,0.8741,0.918,0.7476,0.9629,0.9653,0.9499,0.9698,0.893,0.9439,0.9512,0.8961
cg22973172,0.8925,0.8901,0.8892,0.894,0.9001,0.8835,0.9245,0.8306,0.8787,0.9029,0.8884,0.73675,0.7706,0.1846,0.7622,0.9102,0.8576,0.8603,0.915,0.9013,0.7747,0.8462,0.7932,0.8638,0.8821
cg23760603,0.8776,0.8714,0.8295,0.8913,0.8826,0.8627,0.8783,0.8839,0.8343,0.8579,0.882,0.7353,0.8154,0.3002,0.8789,0.9034,0.9241,0.911,0.896,0.9145,0.9066,0.9204,0.9194,0.902,0.9217
cg18810983,0.8952,0.9125,0.8929,0.8967,0.8945,0.8977,0.7955,0.9099,0.8652,0.7839,0.8847,0.78285,0.7883,0.2151,0.8758,0.8591,0.9021,0.9099,0.9182,0.8729,0.6751,0.8802,0.8975,0.8687,0.8819
cg07521193,0.8425,0.9005,0.8807,0.8345,0.8921,0.8115,0.9289,0.9267,0.9282,0.6037,0.7664,0.199475,0.6456,0.0503,0.7104,0.9559,0.9692,0.9047,0.9635,0.9459,0.6842,0.954,0.9437,0.8975,0.9525
cg27442676,0.9085,0.906,0.8969,0.6308,0.8932,0.8925,0.9262,0.7983,0.8852,0.9081,0.9126,0.71945,0.8501,0.2357,0.83,0.9271,0.8121,0.8361,0.8957,0.8997,0.8897,0.9159,0.9137,0.8556,0.9012
cg26749361,0.9088,0.9087,0.9033,0.9101,0.9171,0.9049,0.8957,0.9263,0.9082,0.0441,0.9053,0.611675,0.7364,0.1537,0.8936,0.8956,0.9252,0.8822,0.91,0.9307,0.8944,0.8919,0.9275,0.8984,0.9253
cg22073332,0.8958,0.8563,0.8591,0.8868,0.8998,0.8829,0.9394,0.6992,0.9068,0.8878,0.7732,0.7483,0.7777,0.1297,0.8667,0.8553,0.8248,0.8604,0.8754,0.8582,0.8409,0.8911,0.8788,0.7903,0.7978
cg08474603,0.9056,0.9122,0.8987,0.9034,0.9118,0.9041,0.9228,0.8984,0.8949,0.4695,0.8758,0.524125,0.6764,0.1401,0.884,0.8799,0.9062,0.8663,0.8863,0.8644,0.9055,0.7926,0.9142,0.8713,0.9245
cg01903185,0.9657,0.9489,0.9621,0.9577,0.9605,0.9599,0.9705,0.9668,0.9215,0.9405,0.7641,0.756825,0.8248,0.4113,0.9239,0.9213,0.9581,0.9332,0.9555,0.7861,0.6839,0.9464,0.6532,0.9415,0.9264
cg24500398,0.8899,0.8865,0.8864,0.876,0.9052,0.8771,0.8752,0.8793,0.8086,0.8217,0.8405,0.720125,0.7855,0.2257,0.8081,0.8419,0.8904,0.9192,0.8826,0.9062,0.8663,0.9065,0.8989,0.8687,0.9035
cg15562022,0.8965,0.9072,0.8726,0.8835,0.8898,0.8944,0.8848,0.79,0.8385,0.8443,0.8754,0.3344,0.8253,0.1086,0.8078,0.869,0.8198,0.9134,0.9034,0.9287,0.6664,0.9154,0.9249,0.8579,0.8867
cg13824319,0.8982,0.8995,0.8991,0.9056,0.9044,0.8836,0.9042,0.8613,0.897,0.79,0.9011,0.715875,0.6125,0.1398,0.7744,0.8765,0.8992,0.7614,0.8712,0.9038,0.8853,0.6887,0.9206,0.7891,0.9119
cg14865284,0.915,0.9157,0.9121,0.9085,0.9164,0.9072,0.9136,0.9157,0.882,0.8956,0.8768,0.78105,0.7202,0.2597,0.8826,0.8929,0.9132,0.9183,0.9274,0.9341,0.5053,0.9038,0.924,0.6671,0.927
cg13934830,0.9772,0.979,0.9774,0.9798,0.9804,0.9783,0.9878,0.9407,0.9869,0.952,0.9823,0.9848,0.9718,0.9744,0.6578,0.9836,0.9582,0.9866,0.9683,0.9782,0.9563,0.9853,0.9478,0.9653,0.9686
cg19443023,0.9844,0.9799,0.9811,0.9808,0.9828,0.9809,0.9912,0.9629,0.88,0.9748,0.9743,0.9761,0.9764,0.9858,0.6517,0.9784,0.8775,0.9828,0.9622,0.9839,0.9854,0.8995,0.9871,0.9729,0.9303
cg15796818,0.9752,0.9772,0.9773,0.9731,0.9787,0.9764,0.9803,0.9758,0.8644,0.8718,0.9709,0.975725,0.9508,0.9839,0.6622,0.9811,0.9602,0.972,0.9834,0.9397,0.9859,0.9654,0.9843,0.9805,0.9817
cg07608848,0.9633,0.9703,0.9652,0.9614,0.9647,0.9614,0.986,0.9677,0.8693,0.771,0.9656,0.962375,0.8844,0.9653,0.6297,0.9574,0.9566,0.9672,0.9838,0.9179,0.9846,0.9631,0.9842,0.974,0.9799
cg00812580,0.9464,0.9273,0.943,0.9366,0.9537,0.945,0.9748,0.9731,0.9267,0.9131,0.9305,0.948975,0.9473,0.9404,0.5714,0.9234,0.9618,0.9757,0.9658,0.967,0.9609,0.9724,0.9686,0.9686,0.96
cg19120251,0.9671,0.9724,0.9705,0.9684,0.9673,0.9643,0.9874,0.9842,0.9325,0.9762,0.9761,0.9852,0.9704,0.9762,0.7708,0.9784,0.9449,0.9795,0.9848,0.9791,0.9867,0.9854,0.9771,0.9816,0.977
cg23843484,0.9678,0.9653,0.9659,0.9648,0.967,0.9622,0.9827,0.7757,0.9082,0.9696,0.962,0.976575,0.9725,0.9674,0.5816,0.968,0.9365,0.9183,0.9505,0.9303,0.9676,0.9809,0.9617,0.9463,0.9511
cg21643916,0.974,0.973,0.9714,0.9698,0.9748,0.9722,0.9819,0.9656,0.7782,0.9673,0.9496,0.9735,0.9679,0.9745,0.6788,0.968,0.9511,0.9778,0.9726,0.9763,0.9794,0.9816,0.9688,0.981,0.9345
cg08513622,0.98,0.9759,0.9766,0.9775,0.9784,0.9786,0.9703,0.9247,0.9437,0.9692,0.9717,0.96815,0.9735,0.9749,0.6718,0.9809,0.9353,0.9259,0.964,0.9483,0.9391,0.9595,0.9678,0.9094,0.9374
cg06624731,0.9188,0.9098,0.9063,0.907,0.9182,0.9016,0.9712,0.9471,0.8753,0.8206,0.9054,0.91945,0.9313,0.919,0.5805,0.9057,0.9573,0.9663,0.9681,0.9722,0.9664,0.9752,0.9759,0.9481,0.957
cg05540639,0.9653,0.9579,0.9443,0.9437,0.9341,0.9613,0.9809,0.7385,0.8818,0.9554,0.9479,0.9615,0.9504,0.9588,0.5217,0.9452,0.9221,0.9397,0.9428,0.9416,0.9699,0.9667,0.9458,0.9421,0.968
cg01881136,0.9684,0.9705,0.964,0.9634,0.9697,0.9636,0.9812,0.9804,0.6566,0.9691,0.9662,0.949625,0.9621,0.9562,0.6801,0.9627,0.9794,0.9831,0.9866,0.9844,0.9877,0.9863,0.9853,0.9846,0.9739
cg00432497,0.9058,0.884,0.8846,0.8823,0.8992,0.8798,0.9713,0.9602,0.864,0.8259,0.8996,0.913175,0.9085,0.8947,0.855,0.9044,0.9647,0.9687,0.9698,0.9767,0.9749,0.9721,0.9674,0.9746,0.9683
cg00386984,0.9763,0.973,0.9733,0.9733,0.9742,0.9762,0.9869,0.8493,0.9787,0.9736,0.981,0.970575,0.9619,0.9737,0.7086,0.9811,0.9093,0.9581,0.9623,0.9688,0.9575,0.9784,0.9573,0.976,0.9442
cg06912227,0.9794,0.9745,0.9742,0.9795,0.9768,0.9768,0.9892,0.7278,0.9181,0.9827,0.9747,0.983075,0.9764,0.9835,0.5896,0.9854,0.666,0.9518,0.9606,0.9653,0.9847,0.9843,0.939,0.9657,0.9487
cg21036096,0.9581,0.9626,0.956,0.957,0.9595,0.9512,0.9801,0.976,0.9649,0.9754,0.9663,0.968225,0.9554,0.9751,0.7134,0.9634,0.9772,0.9007,0.9844,0.977,0.9822,0.9619,0.9763,0.9207,0.9742
cg20293609,0.9821,0.9824,0.9819,0.9796,0.983,0.9805,0.9836,0.938,0.9781,0.981,0.1694,0.982275,0.9787,0.9846,0.4399,0.9841,0.9033,0.9046,0.9784,0.9735,0.954,0.9343,0.8637,0.9668,0.9302
cg17499345,0.7917,0.7886,0.7776,0.7722,0.7856,0.7651,0.8628,0.7962,0.8306,0.8385,0.372,0.787225,0.8358,0.8458,0.4386,0.8044,0.807,0.7713,0.8432,0.8194,0.8183,0.7971,0.7861,0.8106,0.7887
cg15796818,0.9752,0.9772,0.9773,0.9731,0.9787,0.9764,0.9803,0.9758,0.8644,0.8718,0.9709,0.975725,0.9508,0.9839,0.6622,0.9811,0.9602,0.972,0.9834,0.9397,0.9859,0.9654,0.9843,0.9805,0.9817
cg07608848,0.9633,0.9703,0.9652,0.9614,0.9647,0.9614,0.986,0.9677,0.8693,0.771,0.9656,0.962375,0.8844,0.9653,0.6297,0.9574,0.9566,0.9672,0.9838,0.9179,0.9846,0.9631,0.9842,0.974,0.9799
cg08408433,0.974,0.9766,0.96,0.9738,0.9762,0.9703,0.9865,0.9818,0.9739,0.9434,0.9766,0.939675,0.9467,0.9699,0.7019,0.9747,0.9461,0.976,0.9872,0.9674,0.826,0.9855,0.8736,0.9513,0.9704
cg04057485,0.8958,0.9018,0.8873,0.8912,0.9012,0.882,0.9038,0.8842,0.8604,0.8559,0.8788,0.8308,0.8483,0.8701,0.6532,0.8828,0.8561,0.8865,0.9081,0.8859,0.7936,0.9057,0.811,0.8646,0.8821
cg14907788,0.766,0.8314,0.8331,0.8125,0.8576,0.7452,0.8684,0.57,0.7418,0.8293,0.7645,0.702575,0.6833,0.7706,0.517,0.8175,0.7093,0.7854,0.749,0.7368,0.7283,0.7955,0.7596,0.7915,0.7291
cg08172637,0.9572,0.9555,0.9517,0.9552,0.9564,0.9462,0.981,0.9163,0.9609,0.9565,0.9498,0.954425,0.9527,0.9589,0.6319,0.9572,0.9519,0.9553,0.936,0.9123,0.9467,0.9628,0.9257,0.9525,0.9172
cg13068653,0.9789,0.9779,0.977,0.9762,0.9783,0.9776,0.9775,0.9456,0.9655,0.9758,0.9773,0.958275,0.966,0.9837,0.5642,0.9862,0.9038,0.8867,0.8284,0.9592,0.947,0.8446,0.9627,0.8591,0.7361
cg10577713,0.9437,0.9414,0.9382,0.9361,0.9406,0.9311,0.9735,0.8287,0.8979,0.9589,0.9335,0.917875,0.9509,0.9483,0.4776,0.9536,0.8744,0.9379,0.9287,0.9362,0.9024,0.9349,0.9303,0.9134,0.8802
cg16270079,0.9615,0.9604,0.9532,0.9562,0.9618,0.9564,0.9799,0.9694,0.886,0.9483,0.9567,0.954975,0.9607,0.9711,0.7088,0.949,0.9583,0.9803,0.9475,0.9404,0.9727,0.9575,0.9749,0.9752,0.9638
cg27112062,0.9445,0.9511,0.9501,0.9451,0.9436,0.9414,0.9409,0.9549,0.8443,0.9453,0.9287,0.93345,0.959,0.9519,0.6982,0.9446,0.9381,0.9392,0.9026,0.915,0.9284,0.9112,0.9426,0.9319,0.8983
cg24464101,0.9456,0.9419,0.944,0.943,0.9483,0.9389,0.9467,0.945,0.9002,0.9041,0.9286,0.92705,0.9117,0.9054,0.6402,0.9295,0.9164,0.958,0.9495,0.9532,0.9158,0.9612,0.9505,0.9533,0.9423
cg21953508,0.9484,0.9511,0.9452,0.9488,0.9502,0.946,0.9662,0.9323,0.9558,0.9453,0.9519,0.953975,0.9455,0.9518,0.6639,0.9519,0.9542,0.965,0.9664,0.9533,0.9204,0.9628,0.9592,0.9676,0.9479
cg20499506,0.9721,0.9724,0.9723,0.9729,0.9662,0.9731,0.9782,0.9435,0.9794,0.9758,0.9762,0.973175,0.9656,0.965,0.7469,0.9707,0.9591,0.9552,0.97,0.973,0.9297,0.9747,0.9692,0.9723,0.8669
cg11062387,0.8644,0.8592,0.8279,0.8339,0.7972,0.8368,0.9051,0.7169,0.8431,0.8414,0.8053,0.8176,0.8353,0.8176,0.4977,0.8385,0.7282,0.7714,0.8569,0.8022,0.7819,0.8406,0.8389,0.7895,0.6539
cg12956380,0.9654,0.9646,0.9609,0.9654,0.9684,0.9572,0.978,0.9761,0.9525,0.8339,0.9484,0.934875,0.9226,0.9488,0.6079,0.9495,0.749,0.9751,0.8959,0.9744,0.9302,0.9817,0.9545,0.981,0.9528
cg17531889,0.8824,0.8582,0.8371,0.8618,0.8438,0.8654,0.9173,0.8168,0.8588,0.615,0.8258,0.775975,0.6898,0.8172,0.5631,0.8184,0.655,0.8533,0.78,0.8606,0.8056,0.8727,0.8307,0.8107,0.8258
cg26074411,0.9036,0.8951,0.8885,0.8986,0.8985,0.8823,0.9352,0.8944,0.8803,0.6799,0.8669,0.82095,0.7371,0.8725,0.5754,0.8767,0.6704,0.9159,0.8322,0.9078,0.8583,0.9018,0.8804,0.8784,0.8857
cg11659330,0.9754,0.9768,0.975,0.9718,0.9742,0.9704,0.9794,0.8693,0.9641,0.8927,0.9202,0.942425,0.9529,0.9614,0.6129,0.9686,0.9603,0.9117,0.9198,0.8848,0.9318,0.9541,0.9296,0.9515,0.897
cg21555471,0.9808,0.9819,0.9789,0.9803,0.9815,0.9796,0.9895,0.6305,0.773,0.9802,0.973,0.979325,0.9516,0.9837,0.6521,0.9625,0.9852,0.9636,0.8887,0.9401,0.99,0.9861,0.9794,0.9395,0.971
cg22060817,0.947,0.9481,0.9435,0.9396,0.9441,0.9536,0.9792,0.9839,0.9605,0.9637,0.9752,0.97985,0.9697,0.9772,0.7872,0.9714,0.9684,0.9777,0.9758,0.981,0.9776,0.9824,0.9818,0.9793,0.9666
cg04339692,0.9567,0.9578,0.9553,0.9538,0.9578,0.956,0.9456,0.8042,0.945,0.8982,0.8807,0.948075,0.9253,0.9416,0.4612,0.9649,0.8014,0.8995,0.8788,0.8463,0.9516,0.9612,0.9432,0.9161,0.8188
cg26912592,0.9827,0.9818,0.9816,0.9826,0.9824,0.9817,0.9891,0.9149,0.6677,0.9869,0.9842,0.975475,0.9813,0.9838,0.7557,0.9863,0.9577,0.9734,0.9794,0.9748,0.9752,0.9661,0.9789,0.9581,0.9649
cg23559053,0.8362,0.8604,0.8337,0.8297,0.8629,0.7541,0.9016,0.693,0.5941,0.8928,0.8047,0.6868,0.8523,0.8585,0.6192,0.7984,0.7291,0.7818,0.7947,0.765,0.8189,0.7498,0.8353,0.7321,0.7215
cg18945794,0.9698,0.9658,0.9686,0.969,0.9694,0.967,0.978,0.9692,0.9663,0.9628,0.9435,0.9638,0.9648,0.9653,0.7956,0.9644,0.9642,0.9751,0.9761,0.9722,0.9732,0.9694,0.9697,0.963,0.9639
cg22051776,0.9561,0.9524,0.9516,0.9563,0.9594,0.9501,0.9764,0.8589,0.9622,0.9576,0.9475,0.94825,0.9446,0.9561,0.6454,0.962,0.8996,0.9564,0.9488,0.9222,0.8823,0.9405,0.9527,0.9573,0.9373
cg11609668,0.9813,0.9825,0.9789,0.9806,0.9789,0.9784,0.9918,0.9531,0.9442,0.9847,0.9721,0.9765,0.9585,0.9801,0.6426,0.981,0.9115,0.9139,0.8258,0.9685,0.9227,0.8851,0.9799,0.8873,0.6872
cg02824818,0.9678,0.9587,0.958,0.9529,0.9505,0.9638,0.9909,0.9214,0.8723,0.8949,0.9605,0.979875,0.9675,0.9782,0.7171,0.9666,0.902,0.9814,0.9821,0.9708,0.9888,0.9712,0.9777,0.9552,0.8815
cg05390141,0.8664,0.8562,0.7843,0.8355,0.7878,0.8462,0.8918,0.8465,0.8043,0.7141,0.8724,0.862975,0.8543,0.8729,0.7752,0.8481,0.8231,0.8745,0.8856,0.8605,0.8858,0.8747,0.8704,0.8381,0.8196
cg08513622,0.98,0.9759,0.9766,0.9775,0.9784,0.9786,0.9703,0.9247,0.9437,0.9692,0.9717,0.96815,0.9735,0.9749,0.6718,0.9809,0.9353,0.9259,0.964,0.9483,0.9391,0.9595,0.9678,0.9094,0.9374
